0.8579918 -2.7910235
-2.1881128 -2.7910235
0.8264180 -2.7910235
8.1237545 -2.7910235
-7.8408648 -2.7910235
15.6707154 -2.7910235
-30.4266382 -2.7910235
2.0924698 -2.7910235
-1.5361236 -2.7910235
-7.7555028 -2.7910235
4.4375493 -2.7910235
-18.4458826 -2.7910235
-3.9704776 -2.7910235
11.8143004 -2.7910235
-0.2905167 -2.7910235
-0.0545486 -2.7910235
-2.3127399 -2.7910235
8.3585719 -2.7910235
0.5007946 -2.7910235
-8.0316231 -2.7910235
24.1072360 -2.7910235
-0.8024654 -2.7910235
-0.1654231 -2.7910235
1.6136339 -2.7910235
1.1838885 -2.7910235
14.6574761 -2.7910235
-9.1192013 -2.7910235
17.5194921 -2.7910235
3.2294356 -2.7910235
3.2032482 -2.7910235
1.7833537 -2.7910235
-6.8285278 -2.7910235
-10.1018167 -2.7910235
-5.5513898 -2.7910235
-9.3348853 -2.7910235
-1.9605918 -2.7910235
-1.9056372 -2.7910235
-1.0266323 -2.7910235
2.4299721 -2.7910235
2.6429293 -2.7910235
2.0878754 -2.7910235
2.6486192 -2.7910235
