 0.000000e+00  8.302675e-01
 7.351643e+00  8.257968e-01
 1.470329e+01  8.222544e-01
 2.205493e+01  8.205788e-01
 2.940657e+01  8.209736e-01
 3.675822e+01  8.225356e-01
 4.410986e+01  8.252932e-01
 5.146150e+01  8.280120e-01
 5.881314e+01  8.296296e-01
 6.616479e+01  8.302971e-01
 7.351643e+01  8.297525e-01
 8.086807e+01  8.292087e-01
 8.821972e+01  8.282779e-01
 9.557136e+01  8.270032e-01
 1.029230e+02  8.256974e-01
 1.102746e+02  8.241793e-01
 1.176263e+02  8.234314e-01
 1.249779e+02  8.234898e-01
 1.323296e+02  8.242379e-01
 1.396812e+02  8.269574e-01
 1.470329e+02  8.303440e-01
 1.543845e+02  8.330771e-01
 1.617361e+02  8.338562e-01
 1.690878e+02  8.320364e-01
 1.764394e+02  8.287577e-01
 1.837911e+02  8.261510e-01
 1.911427e+02  8.254274e-01
 1.984944e+02  8.264816e-01
 2.058460e+02  8.284539e-01
 2.131976e+02  8.295985e-01
 2.205493e+02  8.289563e-01
 2.279009e+02  8.269124e-01
 2.352526e+02  8.249219e-01
 2.426042e+02  8.245262e-01
 2.499559e+02  8.251421e-01
 2.573075e+02  8.265344e-01
 2.646591e+02  8.278885e-01
 2.720108e+02  8.292845e-01
 2.793624e+02  8.308223e-01
 2.867141e+02  8.317375e-01
 2.940657e+02  8.319004e-01
 3.014174e+02  8.313228e-01
 3.087690e+02  8.304702e-01
 3.161206e+02  8.301786e-01
 3.234723e+02  8.299546e-01
 3.308239e+02  8.295485e-01
 3.381756e+02  8.290177e-01
 3.455272e+02  8.290579e-01
 3.528789e+02  8.300025e-01
 3.602305e+02  8.316177e-01
 3.675822e+02  8.330091e-01
 3.749338e+02  8.336438e-01
 3.822854e+02  8.340273e-01
 3.896371e+02  8.353434e-01
 3.969887e+02  8.386321e-01
 4.043404e+02  8.437495e-01
 4.116920e+02  8.495911e-01
 4.190437e+02  8.546641e-01
 4.263953e+02  8.582966e-01
 4.337469e+02  8.621940e-01
 4.410986e+02  8.746287e-01
 4.484502e+02  9.145619e-01
 4.558019e+02  9.819169e-01
 4.631535e+02  1.090005e+00
 4.705052e+02  1.297743e+00
 4.778568e+02  1.566482e+00
 4.852084e+02  1.890526e+00
 4.925601e+02  2.252776e+00
 4.999117e+02  2.562267e+00
 5.072634e+02  2.822606e+00
 5.146150e+02  2.983150e+00
 5.219667e+02  3.007416e+00
 5.293183e+02  2.963598e+00
 5.366699e+02  2.842348e+00
 5.440216e+02  2.678113e+00
 5.513732e+02  2.525732e+00
 5.587249e+02  2.382267e+00
 5.660765e+02  2.261465e+00
 5.734282e+02  2.170215e+00
 5.807798e+02  2.093661e+00
 5.881314e+02  2.034060e+00
 5.954831e+02  1.988211e+00
 6.028347e+02  1.948339e+00
 6.101864e+02  1.914363e+00
 6.175380e+02  1.886037e+00
 6.248897e+02  1.860993e+00
 6.322413e+02  1.838798e+00
 6.395929e+02  1.820931e+00
 6.469446e+02  1.806264e+00
 6.542962e+02  1.791917e+00
 6.616479e+02  1.777557e+00
 6.689995e+02  1.763034e+00
 6.763512e+02  1.747801e+00
 6.837028e+02  1.731699e+00
 6.910544e+02  1.715302e+00
 6.984061e+02  1.699755e+00
 7.057577e+02  1.686640e+00
 7.131094e+02  1.677013e+00
 7.204610e+02  1.669906e+00
 7.278127e+02  1.664496e+00
 7.351643e+02  1.660449e+00
 7.425159e+02  1.656519e+00
 7.498676e+02  1.653451e+00
 7.572192e+02  1.650747e+00
 7.645709e+02  1.648868e+00
 7.719225e+02  1.647404e+00
 7.792742e+02  1.645007e+00
 7.866258e+02  1.643219e+00
 7.939774e+02  1.642748e+00
 8.013291e+02  1.641289e+00
 8.086807e+02  1.636319e+00
 8.160324e+02  1.629178e+00
 8.233840e+02  1.622838e+00
 8.307357e+02  1.625672e+00
 8.380873e+02  1.637616e+00
 8.454389e+02  1.680847e+00
 8.527906e+02  1.746269e+00
 8.601422e+02  1.835299e+00
 8.674939e+02  1.981016e+00
 8.748455e+02  2.178381e+00
 8.821972e+02  2.396614e+00
 8.895488e+02  2.638000e+00
 8.969004e+02  2.854537e+00
 9.042521e+02  3.034843e+00
 9.116037e+02  3.177263e+00
 9.189554e+02  3.206776e+00
 9.263070e+02  3.174601e+00
 9.336587e+02  3.099571e+00
 9.410103e+02  2.990828e+00
 9.483619e+02  2.889819e+00
 9.557136e+02  2.799618e+00
 9.630652e+02  2.725312e+00
 9.704169e+02  2.679763e+00
 9.777685e+02  2.644010e+00
 9.851202e+02  2.615963e+00
 9.924718e+02  2.596288e+00
 9.998234e+02  2.581628e+00
 1.007175e+03  2.566187e+00
 1.014527e+03  2.554216e+00
 1.021878e+03  2.555161e+00
 1.029230e+03  2.557773e+00
 1.036582e+03  2.566394e+00
 1.043933e+03  2.588888e+00
 1.051285e+03  2.617809e+00
 1.058637e+03  2.649105e+00
 1.065988e+03  2.687945e+00
 1.073340e+03  2.731301e+00
 1.080692e+03  2.767490e+00
 1.088043e+03  2.804308e+00
 1.095395e+03  2.848910e+00
 1.102746e+03  2.893833e+00
 1.110098e+03  2.943862e+00
 1.117450e+03  3.002263e+00
 1.124801e+03  3.062249e+00
 1.132153e+03  3.123130e+00
 1.139505e+03  3.184181e+00
 1.146856e+03  3.235148e+00
 1.154208e+03  3.285422e+00
 1.161560e+03  3.339222e+00
 1.168911e+03  3.391769e+00
 1.176263e+03  3.447730e+00
 1.183615e+03  3.511493e+00
 1.190966e+03  3.571284e+00
 1.198318e+03  3.620501e+00
 1.205669e+03  3.677673e+00
 1.213021e+03  3.735160e+00
 1.220373e+03  3.788195e+00
 1.227724e+03  3.852418e+00
 1.235076e+03  3.925226e+00
 1.242428e+03  4.000502e+00
 1.249779e+03  4.093937e+00
 1.257131e+03  4.219490e+00
 1.264483e+03  4.381699e+00
 1.271834e+03  4.619406e+00
 1.279186e+03  4.892178e+00
 1.286538e+03  5.177362e+00
 1.293889e+03  5.429213e+00
 1.301241e+03  5.522917e+00
 1.308592e+03  5.450634e+00
 1.315944e+03  5.169701e+00
 1.323296e+03  4.617849e+00
 1.330647e+03  4.004025e+00
 1.337999e+03  3.361273e+00
 1.345351e+03  2.834376e+00
 1.352702e+03  2.454678e+00
 1.360054e+03  2.187048e+00
 1.367406e+03  2.047176e+00
 1.374757e+03  1.993657e+00
 1.382109e+03  1.972205e+00
 1.389461e+03  1.973123e+00
 1.396812e+03  1.971460e+00
 1.404164e+03  1.966910e+00
 1.411515e+03  1.961344e+00
 1.418867e+03  1.957302e+00
 1.426219e+03  1.954791e+00
 1.433570e+03  1.951728e+00
 1.440922e+03  1.948258e+00
 1.448274e+03  1.945081e+00
 1.455625e+03  1.942462e+00
 1.462977e+03  1.942537e+00
 1.470329e+03  1.942993e+00
 1.477680e+03  1.943083e+00
 1.485032e+03  1.941521e+00
 1.492384e+03  1.936957e+00
 1.499735e+03  1.930361e+00
 1.507087e+03  1.920551e+00
 1.514438e+03  1.909478e+00
 1.521790e+03  1.900248e+00
 1.529142e+03  1.893003e+00
 1.536493e+03  1.887438e+00
 1.543845e+03  1.880877e+00
 1.551197e+03  1.873469e+00
 1.558548e+03  1.873464e+00
 1.565900e+03  1.899565e+00
 1.573252e+03  2.008645e+00
 1.580603e+03  2.214644e+00
 1.587955e+03  2.519356e+00
 1.595307e+03  2.878911e+00
 1.602658e+03  3.151676e+00
 1.610010e+03  3.280744e+00
 1.617361e+03  3.238040e+00
 1.624713e+03  3.088680e+00
 1.632065e+03  2.926165e+00
