150.0000,1.4140,1.4410,1.5098,1.6306,1.7842,1.8827,1.9200
155.0000,1.4263,1.4537,1.5251,1.6492,1.8058,1.9000,1.9368
160.0000,1.4320,1.4735,1.5358,1.6719,1.8230,1.9221,1.9436
165.0000,1.4494,1.4854,1.5529,1.6908,1.8458,1.9341,1.9664
170.0000,1.4650,1.4980,1.5700,1.7109,1.8664,1.9488,1.9821
175.0000,1.4780,1.5133,1.5857,1.7332,1.8833,1.9673,1.9892
180.0000,1.4834,1.5340,1.5998,1.7562,1.9003,1.9825,2.0006
185.0000,1.5046,1.5456,1.6203,1.7757,1.9204,1.9923,2.0162
190.0000,1.5221,1.5596,1.6399,1.7970,1.9360,2.0078,2.0194
195.0000,1.5402,1.5724,1.6625,1.8153,1.9558,2.0128,2.0448
200.0000,1.5466,1.5936,1.6800,1.8378,1.9681,2.0278,2.0511
205.0000,1.5676,1.6093,1.7008,1.8586,1.9798,2.0435,2.0510
210.0000,1.5826,1.6286,1.7211,1.8781,1.9934,2.0525,2.0631
215.0000,1.5928,1.6508,1.7410,1.8966,2.0078,2.0576,2.0816
220.0000,1.6184,1.6671,1.7629,1.9150,2.0176,2.0712,2.0838
225.0000,1.6368,1.6869,1.7836,1.9325,2.0278,2.0820,2.0878
230.0000,1.6550,1.7066,1.8049,1.9485,2.0387,2.0908,2.0910
270.0000,1.8129,1.8681,1.9516,2.0497,2.1088,2.1107,2.1169
275.0000,1.8318,1.8878,1.9645,2.0621,2.1097,2.1150,2.1126
280.0000,1.8551,1.9031,1.9794,2.0720,2.1118,2.1165,2.1109
285.0000,1.8725,1.9212,1.9913,2.0830,2.1102,2.1221,2.0997
290.0000,1.8854,1.9394,2.0040,2.0904,2.1137,2.1165,2.1101
295.0000,1.9080,1.9511,2.0190,2.0962,2.1153,2.1154,2.1099
300.0000,1.9245,1.9656,2.0311,2.1028,2.1137,2.1186,2.1009
305.0000,1.9410,1.9783,2.0441,2.1069,2.1143,2.1175,2.0971
310.0000,1.9576,1.9892,2.0577,2.1084,2.1174,2.1112,2.0995
315.0000,1.9709,2.0027,2.0677,2.1119,2.1157,2.1121,2.0883
320.0000,1.9800,2.0178,2.0764,2.1135,2.1173,2.1047,2.0952
325.0000,1.9879,2.0335,2.0823,2.1165,2.1148,2.1035,2.0885
330.0000,2.0081,2.0423,2.0899,2.1183,2.1114,2.1046,2.0732
335.0000,2.0230,2.0511,2.0973,2.1179,2.1120,2.0963,2.0770
340.0000,2.0219,2.0678,2.0988,2.1197,2.1098,2.0896,2.0783
345.0000,2.0412,2.0739,2.1035,2.1206,2.1051,2.0891,2.0664
350.0000,2.0486,2.0846,2.1050,2.1212,2.1017,2.0832,2.0668
355.0000,2.0657,2.0870,2.1102,2.1196,2.0988,2.0782,2.0629
360.0000,2.0759,2.0900,2.1145,2.1173,2.0964,2.0712,2.0617
365.0000,2.0762,2.0995,2.1135,2.1179,2.0893,2.0703,2.0531
370.0000,2.0772,2.1066,2.1139,2.1160,2.0859,2.0627,2.0573
375.0000,2.0903,2.1065,2.1167,2.1131,2.0807,2.0603,2.0529
380.0000,2.0977,2.1080,2.1178,2.1107,2.0742,2.0600,2.0453
385.0000,2.0984,2.1117,2.1175,2.1075,2.0693,2.0568,2.0437
390.0000,2.1054,2.1108,2.1195,2.1021,2.0669,2.0510,2.0454
395.0000,2.1021,2.1172,2.1156,2.1000,2.0600,2.0520,2.0382
400.0000,2.1042,2.1190,2.1139,2.0959,2.0553,2.0512,2.0317
405.0000,2.1110,2.1164,2.1143,2.0898,2.0532,2.0478,2.0258
410.0000,2.1154,2.1140,2.1134,2.0846,2.0494,2.0484,2.0090
415.0000,2.1077,2.1175,2.1099,2.0786,2.0504,2.0376,2.0140
420.0000,2.1127,2.1142,2.1086,2.0722,2.0507,2.0295,2.0108
425.0000,2.1116,2.1148,2.1033,2.0689,2.0470,2.0264,1.9980
430.0000,2.1134,2.1119,2.0999,2.0641,2.0461,2.0170,1.9963
435.0000,2.1139,2.1081,2.0964,2.0595,2.0451,2.0060,1.9977
440.0000,2.1099,2.1082,2.0891,2.0587,2.0385,2.0019,1.9903
445.0000,2.1021,2.1098,2.0808,2.0581,2.0324,1.9945,1.9944
450.0000,2.0952,2.1100,2.0727,2.0585,2.0230,1.9928,1.9904
455.0000,2.1025,2.1017,2.0691,2.0572,2.0134,1.9939,1.9812
460.0000,2.1001,2.0965,2.0654,2.0548,2.0058,1.9912,1.9823
465.0000,2.0867,2.0963,2.0597,2.0529,1.9974,1.9906,1.9806
470.0000,2.0917,2.0870,2.0590,2.0487,1.9890,1.9951,1.9661
475.0000,2.0878,2.0813,2.0586,2.0419,1.9860,1.9911,1.9685
480.0000,2.0869,2.0730,2.0602,2.0333,1.9848,1.9870,1.9669
485.0000,2.0840,2.0659,2.0617,2.0238,1.9857,1.9808,1.9661
490.0000,2.0773,2.0633,2.0594,2.0169,1.9834,1.9802,1.9558
495.0000,2.0679,2.0627,2.0564,2.0088,1.9854,1.9710,1.9610
500.0000,2.0679,2.0586,2.0536,2.0016,1.9861,1.9646,1.9613
505.0000,2.0641,2.0580,2.0469,1.9975,1.9833,1.9623,1.9575
510.0000,2.0568,2.0591,2.0384,1.9948,1.9805,1.9582,1.9596
515.0000,2.0586,2.0549,2.0317,1.9920,1.9771,1.9558,1.9603
520.0000,2.0499,2.0576,2.0200,1.9930,1.9700,1.9576,1.9578
525.0000,2.0442,2.0563,2.0108,1.9928,1.9644,1.9580,1.9602
530.0000,2.0490,2.0470,2.0066,1.9902,1.9607,1.9579,1.9636
535.0000,2.0471,2.0399,2.0016,1.9890,1.9546,1.9636,1.9591
540.0000,2.0383,2.0349,1.9974,1.9860,1.9524,1.9635,1.9680
545.0000,2.0379,2.0245,1.9972,1.9808,1.9522,1.9640,1.9767
550.0000,2.0323,2.0182,1.9948,1.9776,1.9492,1.9715,1.9763
555.0000,2.0294,2.0095,1.9955,1.9714,1.9520,1.9714,1.9954
560.0000,2.0234,2.0034,1.9947,1.9664,1.9535,1.9763,2.0100
565.0000,2.0159,2.0007,1.9912,1.9637,1.9529,1.9876,2.0193
570.0000,2.0060,2.0009,1.9865,1.9611,1.9549,1.9964,2.0422
575.0000,1.9959,2.0016,1.9814,1.9588,1.9585,2.0062,2.0724
580.0000,2.0000,1.9962,1.9781,1.9575,1.9601,2.0262,2.0942
585.0000,1.9952,1.9950,1.9729,1.9570,1.9640,2.0470,2.1262
590.0000,1.9853,1.9961,1.9665,1.9577,1.9689,2.0724,2.1601
595.0000,1.9906,1.9890,1.9646,1.9571,1.9768,2.1031,2.1926
600.0000,1.9865,1.9866,1.9603,1.9583,1.9860,2.1399,2.2222
605.0000,1.9826,1.9829,1.9575,1.9598,1.9981,2.1831,2.2366
610.0000,1.9843,1.9753,1.9581,1.9593,2.0179,2.2243,2.2449
615.0000,1.9793,1.9719,1.9573,1.9604,2.0426,2.2651,2.2368
620.0000,1.9734,1.9683,1.9584,1.9602,2.0774,2.2947,2.2187
625.0000,1.9737,1.9624,1.9609,1.9615,2.1172,2.3189,2.1679
630.0000,1.9705,1.9596,1.9619,1.9660,2.1617,2.3303,2.0823
635.0000,1.9683,1.9559,1.9654,1.9699,2.2187,2.3059,1.9952
640.0000,1.9673,1.9500,1.9736,1.9714,2.2915,2.2288,1.9340
645.0000,1.9652,1.9507,1.9715,1.9913,2.3386,2.1606,1.8084
650.0000,1.9631,1.9520,1.9707,2.0148,2.3869,2.0423,1.7307
655.0000,1.9606,1.9562,1.9663,2.0502,2.4148,1.9035,1.6627
660.0000,1.9561,1.9664,1.9547,2.1032,2.4049,1.7697,1.5904
665.0000,1.9453,1.9814,1.9418,2.1652,2.3657,1.6262,1.5707
670.0000,1.9567,1.9867,1.9335,2.2378,2.2776,1.5227,1.5251
675.0000,1.9510,1.9998,1.9307,2.3066,2.1676,1.4159,1.5546
680.0000,1.9303,2.0236,1.9265,2.3812,2.0046,1.3848,1.5058
685.0000,1.9621,2.0131,1.9558,2.4291,1.8309,1.3852,1.4569
690.0000,1.9643,2.0141,2.0013,2.4447,1.6711,1.3803,1.4679
695.0000,1.9756,2.0069,2.0674,2.4284,1.5147,1.4177,1.4226
700.0000,1.9987,1.9927,2.1559,2.3675,1.3955,1.4468,1.4051
705.0000,2.0123,1.9887,2.2476,2.2758,1.3009,1.4943,1.3427
710.0000,2.0486,1.9769,2.3520,2.1402,1.2666,1.4939,1.3683
715.0000,2.0968,1.9764,2.4421,1.9847,1.2667,1.4864,1.3824
720.0000,2.0696,2.0321,2.4829,1.8330,1.2884,1.4699,1.3953
725.0000,2.1056,2.0728,2.4988,1.6867,1.3197,1.4675,1.3678
730.0000,2.1255,2.1362,2.4690,1.5554,1.3708,1.4327,1.3953
735.0000,2.1327,2.2144,2.3892,1.4566,1.4116,1.4101,1.4008
740.0000,2.1474,2.2869,2.2724,1.3885,1.4436,1.3894,1.4080
745.0000,2.1228,2.3660,2.1155,1.3585,1.4551,1.3820,1.4030
750.0000,2.2002,2.3635,1.9761,1.3392,1.4645,1.3745,1.3987
755.0000,2.2064,2.3619,1.8208,1.3461,1.4609,1.3670,1.4086
760.0000,2.2007,2.3229,1.6801,1.3660,1.4450,1.3737,1.3978
765.0000,2.2314,2.2236,1.5776,1.3823,1.4317,1.3778,1.3910
770.0000,2.1998,2.1243,1.4890,1.4038,1.4146,1.3819,1.3899
775.0000,2.1578,2.0039,1.4315,1.4193,1.4000,1.3866,1.3869
780.0000,2.0922,1.8835,1.3963,1.4296,1.3884,1.3902,1.3857
785.0000,2.0334,1.7520,1.3900,1.4294,1.3825,1.3939,1.3785
790.0000,1.9376,1.6525,1.3876,1.4283,1.3789,1.3933,1.3814
795.0000,1.8313,1.5779,1.3885,1.4261,1.3755,1.3942,1.3800
800.0000,1.7423,1.5162,1.3955,1.4213,1.3728,1.3989,1.3677
805.0000,1.6725,1.4645,1.4086,1.4111,1.3774,1.3939,1.3692
810.0000,1.5978,1.4363,1.4163,1.4028,1.3821,1.3877,1.3703
815.0000,1.5368,1.4231,1.4183,1.3979,1.3827,1.3875,1.3588
820.0000,1.4937,1.4150,1.4203,1.3919,1.3869,1.3800,1.3598
825.0000,1.4593,1.4134,1.4190,1.3877,1.3899,1.3722,1.3596
830.0000,1.4439,1.4109,1.4172,1.3851,1.3901,1.3682,1.3516
835.0000,1.4243,1.4165,1.4103,1.3851,1.3897,1.3600,1.3563
840.0000,1.4145,1.4195,1.4036,1.3863,1.3866,1.3551,1.3562
845.0000,1.4170,1.4166,1.3995,1.3870,1.3827,1.3509,1.3572
850.0000,1.4116,1.4182,1.3926,1.3901,1.3755,1.3501,1.3578
855.0000,1.4062,1.4183,1.3874,1.3919,1.3695,1.3470,1.3684
860.0000,1.4113,1.4116,1.3865,1.3918,1.3635,1.3465,1.3816
865.0000,1.4088,1.4086,1.3841,1.3927,1.3548,1.3520,1.3952
870.0000,1.4055,1.4048,1.3836,1.3917,1.3477,1.3588,1.4183
875.0000,1.4065,1.3980,1.3861,1.3884,1.3422,1.3694,1.4472
880.0000,1.4033,1.3942,1.3873,1.3851,1.3360,1.3879,1.4787
885.0000,1.3992,1.3913,1.3894,1.3795,1.3342,1.4076,1.5278
890.0000,1.3977,1.3885,1.3904,1.3748,1.3304,1.4428,1.5676
895.0000,1.3940,1.3880,1.3907,1.3688,1.3318,1.4826,1.6155
900.0000,1.3894,1.3886,1.3903,1.3615,1.3392,1.5267,1.6727
905.0000,1.3901,1.3876,1.3895,1.3546,1.3498,1.5835,1.7193
910.0000,1.3875,1.3889,1.3867,1.3479,1.3678,1.6451,1.7630
915.0000,1.3850,1.3901,1.3827,1.3424,1.3919,1.7159,1.7777
920.0000,1.3879,1.3862,1.3824,1.3333,1.4333,1.7739,1.7961
925.0000,1.3878,1.3841,1.3791,1.3281,1.4811,1.8336,1.7818
930.0000,1.3896,1.3786,1.3786,1.3214,1.5476,1.8673,1.7773
935.0000,1.3873,1.3739,1.3777,1.3171,1.6283,1.8732,1.7802
940.0000,1.3863,1.3709,1.3703,1.3268,1.6999,1.8848,1.7311
945.0000,1.3840,1.3677,1.3634,1.3410,1.7826,1.8542,1.7316
950.0000,1.3785,1.3681,1.3512,1.3696,1.8545,1.8128,1.7228
955.0000,1.3738,1.3704,1.3342,1.4156,1.9054,1.7726,1.6975
960.0000,1.3635,1.3765,1.3155,1.4743,1.9406,1.7191,1.7017
965.0000,1.3469,1.3863,1.2952,1.5488,1.9453,1.6814,1.6840
970.0000,1.3581,1.3811,1.2877,1.6283,1.9264,1.6554,1.6608
975.0000,1.3429,1.3881,1.2851,1.7088,1.8939,1.6241,1.6655
980.0000,1.3267,1.3939,1.2937,1.7887,1.8374,1.6202,1.6360
985.0000,1.3511,1.3748,1.3331,1.8491,1.7802,1.6174,1.6160
990.0000,1.3509,1.3683,1.3844,1.8945,1.7226,1.6165,1.6039
995.0000,1.3624,1.3575,1.4553,1.9182,1.6706,1.6195,1.5873
1000.0000,1.3689,1.3542,1.5383,1.9195,1.6316,1.6153,1.5825
1005.0000,1.3876,1.3544,1.6284,1.9032,1.5987,1.6207,1.5592
1010.0000,1.4117,1.3657,1.7189,1.8681,1.5839,1.6113,1.5602
1015.0000,1.4067,1.4107,1.7896,1.8276,1.5767,1.5987,1.5634
1020.0000,1.4372,1.4529,1.8523,1.7810,1.5731,1.5950,1.5471
1025.0000,1.4650,1.5134,1.8922,1.7348,1.5774,1.5805,1.5515
1030.0000,1.4916,1.5854,1.9083,1.6947,1.5810,1.5687,1.5515
1035.0000,1.5195,1.6653,1.8996,1.6648,1.5796,1.5637,1.5426
1040.0000,1.5609,1.7336,1.8789,1.6392,1.5807,1.5535,1.5457
1045.0000,1.6259,1.7778,1.8540,1.6174,1.5811,1.5458,1.5442
